docket,justiceName,petVote
70-40XX,Harry A. Blackmun,0
70-40XX,"Lewis F. Powell, Jr.",0
70-40XX,William H. Rehnquist,1
70-40XX,Potter Stewart,0
70-40XX,Thurgood Marshall,0
70-40XX,"William J. Brennan, Jr.",0
70-40XX,Byron R. White,1
70-40XX,Harry A. Blackmun,0
70-40XX,"Lewis F. Powell, Jr.",0
70-40XX,William H. Rehnquist,1
70-40XX,Potter Stewart,0
70-40XX,Thurgood Marshall,0
70-40XX,"William J. Brennan, Jr.",0
70-40XX,Byron R. White,1
70-40XX,Harry A. Blackmun,0
70-40XX,"Lewis F. Powell, Jr.",0
70-40XX,William H. Rehnquist,1
71-6060,William O. Douglas,1
71-6060,Potter Stewart,0
71-6060,Thurgood Marshall,1
71-6060,"William J. Brennan, Jr.",1
71-6060,Byron R. White,0
71-6060,Warren E. Burger,0
71-6060,Harry A. Blackmun,0
71-6060,"Lewis F. Powell, Jr.",0
71-6060,William H. Rehnquist,0
71-991X,William O. Douglas,0
71-991X,Potter Stewart,1
71-991X,Thurgood Marshall,0
71-991X,"William J. Brennan, Jr.",0
71-991X,Byron R. White,0
71-991X,Warren E. Burger,1
71-991X,William H. Rehnquist,1
71-1193,William O. Douglas,1
71-1193,Potter Stewart,0
71-1193,Thurgood Marshall,0
71-1193,"William J. Brennan, Jr.",0
71-1193,Byron R. White,0
71-1193,Warren E. Burger,1
71-1193,"Lewis F. Powell, Jr.",1
71-1193,William H. Rehnquist,1
71-6698,William O. Douglas,1
71-6698,Potter Stewart,0
71-6698,Thurgood Marshall,0
71-6698,"William J. Brennan, Jr.",0
71-6698,Byron R. White,0
71-6698,Warren E. Burger,0
71-6698,Harry A. Blackmun,0
71-6698,"Lewis F. Powell, Jr.",0
71-6698,William H. Rehnquist,0
30 ORIG,William O. Douglas,0
30 ORIG,Potter Stewart,0
30 ORIG,Thurgood Marshall,0
30 ORIG,"William J. Brennan, Jr.",0
30 ORIG,Byron R. White,0
30 ORIG,Warren E. Burger,0
30 ORIG,Harry A. Blackmun,0
30 ORIG,"Lewis F. Powell, Jr.",0
30 ORIG,William H. Rehnquist,0
71-1304,William O. Douglas,1
71-1304,Potter Stewart,0
71-1304,Thurgood Marshall,0
71-1304,Warren E. Burger,0
71-1304,Harry A. Blackmun,0
71-1304,"Lewis F. Powell, Jr.",0
71-1304,William H. Rehnquist,0
71-1304,William O. Douglas,1
71-1304,Potter Stewart,0
71-1304,Thurgood Marshall,0
71-1304,Warren E. Burger,0
71-1304,Harry A. Blackmun,0
71-1304,"Lewis F. Powell, Jr.",0
71-1304,William H. Rehnquist,0
71-6078,William O. Douglas,1
71-6078,Potter Stewart,0
71-6078,Thurgood Marshall,0
71-6078,"William J. Brennan, Jr.",1
71-6078,Byron R. White,1
71-6078,Warren E. Burger,0
71-6078,Harry A. Blackmun,1
71-6078,"Lewis F. Powell, Jr.",0
71-6078,William H. Rehnquist,0
71-6078,William O. Douglas,1
71-6078,Potter Stewart,0
71-6078,Thurgood Marshall,0
71-6078,"William J. Brennan, Jr.",1
71-6078,Byron R. White,1
71-6078,Warren E. Burger,0
71-6078,Harry A. Blackmun,1
71-6078,"Lewis F. Powell, Jr.",0
71-6078,William H. Rehnquist,0
27 ORIG,William O. Douglas,1
27 ORIG,Potter Stewart,0
27 ORIG,Thurgood Marshall,0
27 ORIG,"William J. Brennan, Jr.",0
27 ORIG,Byron R. White,0
27 ORIG,Warren E. Burger,0
27 ORIG,Harry A. Blackmun,0
27 ORIG,"Lewis F. Powell, Jr.",0
27 ORIG,William H. Rehnquist,0
72-5431,William O. Douglas,1
72-5431,Potter Stewart,1
72-5431,Thurgood Marshall,1
72-5431,"William J. Brennan, Jr.",1
72-5431,Byron R. White,0
72-5431,Warren E. Burger,0
72-5431,Harry A. Blackmun,0
72-5431,"Lewis F. Powell, Jr.",0
72-5431,William H. Rehnquist,0
72-5431,William O. Douglas,1
72-5431,Potter Stewart,1
72-5431,Thurgood Marshall,1
72-5431,"William J. Brennan, Jr.",1
72-5431,Byron R. White,0
72-5431,Warren E. Burger,0
72-5431,Harry A. Blackmun,0
72-5431,"Lewis F. Powell, Jr.",0
72-5431,William H. Rehnquist,0
72-901X,William O. Douglas,1
72-901X,Potter Stewart,0
72-901X,Thurgood Marshall,1
72-901X,"William J. Brennan, Jr.",1
72-901X,Byron R. White,0
72-901X,Warren E. Burger,0
72-901X,"Lewis F. Powell, Jr.",0
72-901X,William H. Rehnquist,0
71-1456,William O. Douglas,1
71-1456,Potter Stewart,0
71-1456,Thurgood Marshall,1
71-1456,"William J. Brennan, Jr.",1
71-1456,Byron R. White,0
71-1456,Warren E. Burger,0
71-1456,Harry A. Blackmun,0
71-1456,"Lewis F. Powell, Jr.",0
71-1456,William H. Rehnquist,0
71-1069,William O. Douglas,1
71-1069,Potter Stewart,0
71-1069,Thurgood Marshall,1
71-1069,"William J. Brennan, Jr.",1
71-1069,Byron R. White,0
71-1069,Warren E. Burger,0
71-1069,Harry A. Blackmun,0
71-1069,"Lewis F. Powell, Jr.",0
71-1069,William H. Rehnquist,0
71-1371,William O. Douglas,1
71-1371,Potter Stewart,0
71-1371,Thurgood Marshall,1
71-1371,"William J. Brennan, Jr.",1
71-1371,Byron R. White,0
71-1371,Warren E. Burger,0
71-1371,Harry A. Blackmun,0
71-1371,"Lewis F. Powell, Jr.",1
71-1371,William H. Rehnquist,0
72-1010,William O. Douglas,0
72-1010,Potter Stewart,0
72-1010,Thurgood Marshall,0
72-1010,"William J. Brennan, Jr.",0
72-1010,Byron R. White,0
72-1010,Warren E. Burger,0
72-1010,Harry A. Blackmun,0
72-1010,"Lewis F. Powell, Jr.",0
72-1010,William H. Rehnquist,0
71-1470,William O. Douglas,1
71-1470,Potter Stewart,1
71-1470,"William J. Brennan, Jr.",1
71-1470,Harry A. Blackmun,0
71-1470,"Lewis F. Powell, Jr.",0
71-1470,William H. Rehnquist,0
71-1470,William O. Douglas,1
71-1470,Potter Stewart,1
71-1470,"William J. Brennan, Jr.",1
71-1470,Harry A. Blackmun,0
71-1470,"Lewis F. Powell, Jr.",0
71-1470,William H. Rehnquist,0
71-6193,William O. Douglas,0
71-6193,Potter Stewart,0
71-6193,Thurgood Marshall,0
71-6193,"William J. Brennan, Jr.",0
71-6193,Byron R. White,0
71-6193,Warren E. Burger,0
71-6193,Harry A. Blackmun,0
71-6193,"Lewis F. Powell, Jr.",0
71-6193,William H. Rehnquist,0
71-6193,William O. Douglas,0
71-6193,Potter Stewart,0
71-6193,Thurgood Marshall,0
71-6193,"William J. Brennan, Jr.",0
71-6193,Byron R. White,0
71-6193,Warren E. Burger,0
71-6193,Harry A. Blackmun,0
71-6193,"Lewis F. Powell, Jr.",0
71-6193,William H. Rehnquist,0
71-6481,William O. Douglas,1
71-6481,Potter Stewart,0
71-6481,Thurgood Marshall,1
71-6481,"William J. Brennan, Jr.",1
71-6481,Byron R. White,0
71-6481,Warren E. Burger,0
71-6481,Harry A. Blackmun,0
71-6481,"Lewis F. Powell, Jr.",0
71-6481,William H. Rehnquist,0
71-1021,William O. Douglas,0
71-1021,"William J. Brennan, Jr.",1
71-1021,Byron R. White,0
71-1021,Warren E. Burger,0
71-1021,Harry A. Blackmun,0
71-1021,"Lewis F. Powell, Jr.",0
71-1021,William H. Rehnquist,0
72-11XX,William O. Douglas,1
72-11XX,Potter Stewart,0
72-11XX,Thurgood Marshall,0
72-11XX,"William J. Brennan, Jr.",0
72-11XX,Byron R. White,0
72-11XX,Warren E. Burger,0
72-11XX,Harry A. Blackmun,0
72-11XX,"Lewis F. Powell, Jr.",0
72-11XX,William H. Rehnquist,0
72-11XX,William O. Douglas,1
72-11XX,Potter Stewart,0
72-11XX,Thurgood Marshall,0
72-11XX,"William J. Brennan, Jr.",0
72-11XX,Byron R. White,0
72-11XX,Warren E. Burger,0
72-11XX,Harry A. Blackmun,0
72-11XX,"Lewis F. Powell, Jr.",0
72-11XX,William H. Rehnquist,0
72-75XX,William O. Douglas,0
72-75XX,Potter Stewart,0
72-75XX,Thurgood Marshall,0
72-75XX,"William J. Brennan, Jr.",0
72-75XX,Byron R. White,1
72-75XX,Harry A. Blackmun,0
72-75XX,"Lewis F. Powell, Jr.",1
72-75XX,William H. Rehnquist,1
71-1059,William O. Douglas,1
71-1059,Potter Stewart,1
71-1059,Thurgood Marshall,0
71-1059,"William J. Brennan, Jr.",1
71-1059,Byron R. White,0
71-1059,Warren E. Burger,0
71-1059,Harry A. Blackmun,0
71-1059,"Lewis F. Powell, Jr.",0
71-1059,William H. Rehnquist,0
71-1665,William O. Douglas,0
71-1665,Potter Stewart,1
71-1665,Thurgood Marshall,0
71-1665,"William J. Brennan, Jr.",0
71-1665,Byron R. White,0
71-1665,Warren E. Burger,1
71-1665,Harry A. Blackmun,0
71-1665,"Lewis F. Powell, Jr.",0
71-1665,William H. Rehnquist,1
71-1637,William O. Douglas,0
71-1637,Potter Stewart,1
71-1637,Thurgood Marshall,1
71-1637,"William J. Brennan, Jr.",0
71-1637,Byron R. White,1
71-1637,Warren E. Burger,0
71-1637,Harry A. Blackmun,0
71-1637,"Lewis F. Powell, Jr.",0
71-1637,William H. Rehnquist,1
71-1647,William O. Douglas,0
71-1647,Potter Stewart,0
71-1647,Thurgood Marshall,0
71-1647,"William J. Brennan, Jr.",0
71-1647,Byron R. White,0
71-1647,Warren E. Burger,0
71-1647,Harry A. Blackmun,0
71-1647,"Lewis F. Powell, Jr.",0
71-1647,William H. Rehnquist,0
71-1178,William O. Douglas,0
71-1178,Potter Stewart,1
71-1178,Thurgood Marshall,0
71-1178,"William J. Brennan, Jr.",0
71-1178,Byron R. White,0
71-1178,Warren E. Burger,0
71-1178,Harry A. Blackmun,0
71-1178,"Lewis F. Powell, Jr.",1
71-1178,William H. Rehnquist,1
72-630X,William O. Douglas,0
72-630X,Potter Stewart,0
72-630X,"William J. Brennan, Jr.",0
72-630X,Byron R. White,1
72-630X,Warren E. Burger,0
72-630X,Harry A. Blackmun,0
72-630X,"Lewis F. Powell, Jr.",0
72-630X,William H. Rehnquist,1
71-6732,William O. Douglas,1
71-6732,Potter Stewart,1
71-6732,Thurgood Marshall,1
71-6732,"William J. Brennan, Jr.",1
71-6732,Byron R. White,0
71-6732,Warren E. Burger,0
71-6732,Harry A. Blackmun,0
71-6732,"Lewis F. Powell, Jr.",0
71-6732,William H. Rehnquist,0
71-6732,William O. Douglas,1
71-6732,Potter Stewart,1
71-6732,Thurgood Marshall,1
71-6732,"William J. Brennan, Jr.",1
71-6732,Byron R. White,0
71-6732,Warren E. Burger,0
71-6732,Harry A. Blackmun,0
71-6732,"Lewis F. Powell, Jr.",0
71-6732,William H. Rehnquist,0
71-1417,William O. Douglas,0
71-1417,Potter Stewart,0
71-1417,Thurgood Marshall,0
71-1417,"William J. Brennan, Jr.",0
71-1417,Byron R. White,0
71-1417,Warren E. Burger,0
71-1417,"Lewis F. Powell, Jr.",0
71-1417,William H. Rehnquist,0
72-493X,William O. Douglas,1
72-493X,Potter Stewart,0
72-493X,Warren E. Burger,1
72-493X,Harry A. Blackmun,0
72-493X,"Lewis F. Powell, Jr.",0
72-493X,William H. Rehnquist,1
59 ORIG,William O. Douglas,1
59 ORIG,Potter Stewart,0
59 ORIG,Thurgood Marshall,0
59 ORIG,"William J. Brennan, Jr.",0
59 ORIG,Byron R. White,0
59 ORIG,Warren E. Burger,0
59 ORIG,Harry A. Blackmun,0
59 ORIG,"Lewis F. Powell, Jr.",0
59 ORIG,William H. Rehnquist,0
71-1192,William O. Douglas,1
71-1192,Potter Stewart,0
71-1192,Thurgood Marshall,1
71-1192,"William J. Brennan, Jr.",1
71-1192,Byron R. White,0
71-1192,Warren E. Burger,0
71-1192,Harry A. Blackmun,1
71-1192,"Lewis F. Powell, Jr.",0
71-1192,William H. Rehnquist,0
71-1192,William O. Douglas,1
71-1192,Potter Stewart,0
71-1192,Thurgood Marshall,1
71-1192,"William J. Brennan, Jr.",1
71-1192,Byron R. White,0
71-1192,Warren E. Burger,0
71-1192,Harry A. Blackmun,1
71-1192,"Lewis F. Powell, Jr.",0
71-1192,William H. Rehnquist,0
71-1192,William O. Douglas,1
71-1192,Potter Stewart,0
71-1192,Thurgood Marshall,1
71-1192,"William J. Brennan, Jr.",1
71-1192,Byron R. White,0
71-1192,Warren E. Burger,0
71-1192,Harry A. Blackmun,1
71-1192,"Lewis F. Powell, Jr.",0
71-1192,William H. Rehnquist,0
72-394X,William O. Douglas,0
72-394X,Thurgood Marshall,0
72-394X,Byron R. White,0
72-394X,Warren E. Burger,0
72-394X,Harry A. Blackmun,0
72-394X,William H. Rehnquist,0
72-414X,William O. Douglas,0
72-414X,Thurgood Marshall,0
72-414X,Byron R. White,0
72-414X,Warren E. Burger,0
72-414X,Harry A. Blackmun,0
72-414X,William H. Rehnquist,0
72-528X,William O. Douglas,0
72-528X,Thurgood Marshall,0
72-528X,Byron R. White,0
72-528X,Warren E. Burger,0
72-528X,Harry A. Blackmun,0
72-528X,"Lewis F. Powell, Jr.",0
72-528X,William H. Rehnquist,0
72-666X,William O. Douglas,0
72-666X,Thurgood Marshall,0
72-666X,Byron R. White,0
72-666X,Warren E. Burger,0
72-666X,Harry A. Blackmun,0
72-666X,"Lewis F. Powell, Jr.",0
72-666X,William H. Rehnquist,0
72-5443,William O. Douglas,1
72-5443,Potter Stewart,0
72-5443,Thurgood Marshall,1
72-5443,"William J. Brennan, Jr.",1
72-5443,Byron R. White,0
72-5443,Warren E. Burger,0
72-5443,Harry A. Blackmun,0
72-5443,"Lewis F. Powell, Jr.",0
72-5443,William H. Rehnquist,0
71-1442,William O. Douglas,1
71-1442,Potter Stewart,1
71-1442,Thurgood Marshall,1
71-1442,"William J. Brennan, Jr.",0
71-1442,Byron R. White,0
71-1442,Warren E. Burger,0
71-1442,Harry A. Blackmun,0
71-1442,"Lewis F. Powell, Jr.",1
71-1442,William H. Rehnquist,0
71-1442,William O. Douglas,1
71-1442,Potter Stewart,1
71-1442,Thurgood Marshall,1
71-1442,"William J. Brennan, Jr.",0
71-1442,Byron R. White,0
71-1442,Warren E. Burger,0
71-1442,Harry A. Blackmun,0
71-1442,"Lewis F. Powell, Jr.",1
71-1442,William H. Rehnquist,0
71-1442,William O. Douglas,1
71-1442,Potter Stewart,1
71-1442,Thurgood Marshall,1
71-1442,"William J. Brennan, Jr.",0
71-1442,Byron R. White,0
71-1442,Warren E. Burger,0
71-1442,Harry A. Blackmun,0
71-1442,"Lewis F. Powell, Jr.",1
71-1442,William H. Rehnquist,0
72-129X,William O. Douglas,1
72-129X,Potter Stewart,0
72-129X,"William J. Brennan, Jr.",1
72-129X,Byron R. White,0
72-129X,Warren E. Burger,0
72-129X,Harry A. Blackmun,0
72-129X,"Lewis F. Powell, Jr.",0
72-129X,William H. Rehnquist,0
72-419X,William O. Douglas,1
72-419X,Potter Stewart,1
72-419X,Thurgood Marshall,0
72-419X,"William J. Brennan, Jr.",0
72-419X,Byron R. White,0
72-419X,Warren E. Burger,1
72-419X,Harry A. Blackmun,1
72-419X,"Lewis F. Powell, Jr.",0
72-419X,William H. Rehnquist,0
72-269X,Potter Stewart,0
72-269X,Byron R. White,1
72-269X,Warren E. Burger,0
72-269X,Harry A. Blackmun,0
72-269X,"Lewis F. Powell, Jr.",0
72-269X,William H. Rehnquist,0
72-270X,Potter Stewart,0
72-270X,Byron R. White,1
72-270X,Warren E. Burger,0
72-270X,Harry A. Blackmun,0
72-270X,"Lewis F. Powell, Jr.",0
72-270X,William H. Rehnquist,0
72-271X,Potter Stewart,0
72-271X,Byron R. White,1
72-271X,Warren E. Burger,0
72-271X,Harry A. Blackmun,0
72-271X,"Lewis F. Powell, Jr.",0
72-271X,William H. Rehnquist,0
72-848X,William O. Douglas,0
72-848X,"William J. Brennan, Jr.",0
72-848X,Byron R. White,0
72-848X,Warren E. Burger,1
72-848X,Harry A. Blackmun,1
72-848X,"Lewis F. Powell, Jr.",1
72-848X,William H. Rehnquist,1
72-848X,William O. Douglas,0
72-848X,"William J. Brennan, Jr.",0
72-848X,Byron R. White,0
72-848X,Warren E. Burger,1
72-848X,Harry A. Blackmun,1
72-848X,"Lewis F. Powell, Jr.",1
72-848X,William H. Rehnquist,1
72-534X,Potter Stewart,0
72-534X,Thurgood Marshall,0
72-534X,"William J. Brennan, Jr.",0
72-534X,Byron R. White,0
72-534X,Warren E. Burger,1
72-534X,Harry A. Blackmun,0
72-534X,"Lewis F. Powell, Jr.",0
72-534X,William H. Rehnquist,1
72-534X,Potter Stewart,0
72-534X,Thurgood Marshall,0
72-534X,"William J. Brennan, Jr.",0
72-534X,Byron R. White,0
72-534X,Warren E. Burger,1
72-534X,Harry A. Blackmun,0
72-534X,"Lewis F. Powell, Jr.",0
72-534X,William H. Rehnquist,1
71-1639,William O. Douglas,1
71-1639,Potter Stewart,1
71-1639,Thurgood Marshall,1
71-1639,"William J. Brennan, Jr.",1
71-1639,Byron R. White,0
71-1639,Warren E. Burger,0
71-1639,Harry A. Blackmun,0
71-1639,"Lewis F. Powell, Jr.",0
71-1639,William H. Rehnquist,0
71-1222,William O. Douglas,0
71-1222,Potter Stewart,0
71-1222,Thurgood Marshall,0
71-1222,"William J. Brennan, Jr.",0
71-1222,Byron R. White,0
71-1222,Warren E. Burger,0
71-1222,Harry A. Blackmun,0
71-1222,"Lewis F. Powell, Jr.",0
71-1222,William H. Rehnquist,1
71-6314,William O. Douglas,1
71-6314,Potter Stewart,1
71-6314,Thurgood Marshall,1
71-6314,"William J. Brennan, Jr.",1
71-6314,Byron R. White,0
71-6314,Warren E. Burger,0
71-6314,"Lewis F. Powell, Jr.",0
71-1523,William O. Douglas,1
71-1523,Potter Stewart,0
71-1523,Thurgood Marshall,1
71-1523,"William J. Brennan, Jr.",1
71-1523,Byron R. White,0
71-1523,Warren E. Burger,0
71-1523,Harry A. Blackmun,0
71-1523,"Lewis F. Powell, Jr.",0
71-1523,William H. Rehnquist,0
72-459X,William O. Douglas,0
72-459X,Potter Stewart,0
72-459X,Thurgood Marshall,0
72-459X,"William J. Brennan, Jr.",0
72-459X,Byron R. White,1
72-459X,Warren E. Burger,1
72-459X,Harry A. Blackmun,0
72-459X,"Lewis F. Powell, Jr.",0
72-459X,William H. Rehnquist,1
72-620X,William O. Douglas,0
72-620X,Potter Stewart,0
72-620X,Thurgood Marshall,0
72-620X,"William J. Brennan, Jr.",0
72-620X,Byron R. White,1
72-620X,Warren E. Burger,1
72-620X,Harry A. Blackmun,0
72-620X,"Lewis F. Powell, Jr.",0
72-620X,William H. Rehnquist,1
72-620X,William O. Douglas,0
72-620X,Potter Stewart,0
72-620X,Thurgood Marshall,0
72-620X,"William J. Brennan, Jr.",0
72-620X,Byron R. White,1
72-620X,Warren E. Burger,1
72-620X,Harry A. Blackmun,0
72-620X,"Lewis F. Powell, Jr.",0
72-620X,William H. Rehnquist,1
72-620X,William O. Douglas,0
72-620X,Potter Stewart,0
72-620X,Thurgood Marshall,0
72-620X,"William J. Brennan, Jr.",0
72-620X,Byron R. White,1
72-620X,Warren E. Burger,1
72-620X,Harry A. Blackmun,0
72-620X,"Lewis F. Powell, Jr.",0
72-620X,William H. Rehnquist,1
72-1396,Warren E. Burger,0
72-1396,William O. Douglas,0
72-1396,"William J. Brennan, Jr.",0
72-1396,Potter Stewart,0
72-1396,Byron R. White,0
72-1396,Thurgood Marshall,0
72-1396,"Lewis F. Powell, Jr.",0
72-1396,William H. Rehnquist,0
72-6915,William O. Douglas,0
72-6915,Potter Stewart,0
72-6915,Thurgood Marshall,0
72-6915,"William J. Brennan, Jr.",0
72-6915,Byron R. White,0
72-6915,Warren E. Burger,0
72-6915,Harry A. Blackmun,0
72-6915,"Lewis F. Powell, Jr.",0
72-6915,William H. Rehnquist,0
72-6915,William O. Douglas,0
72-6915,Potter Stewart,0
72-6915,Thurgood Marshall,0
72-6915,"William J. Brennan, Jr.",0
72-6915,Byron R. White,0
72-6915,Warren E. Burger,0
72-6915,Harry A. Blackmun,0
72-6915,"Lewis F. Powell, Jr.",0
72-6915,William H. Rehnquist,0
72-1733,Warren E. Burger,0
72-1733,William O. Douglas,1
72-1733,Potter Stewart,0
72-1733,Byron R. White,0
72-1733,Harry A. Blackmun,0
72-1733,"Lewis F. Powell, Jr.",0
72-1733,William H. Rehnquist,0
72-6748,Warren E. Burger,0
72-6748,William O. Douglas,1
72-6748,Potter Stewart,0
72-6748,Byron R. White,0
72-6748,Harry A. Blackmun,0
72-6748,"Lewis F. Powell, Jr.",0
72-6748,William H. Rehnquist,0
71-1631,William O. Douglas,0
71-1631,Potter Stewart,0
71-1631,Thurgood Marshall,0
71-1631,"William J. Brennan, Jr.",0
71-1631,Byron R. White,0
71-1631,Harry A. Blackmun,1
71-1631,"Lewis F. Powell, Jr.",0
71-1631,William H. Rehnquist,1
72-331X,Potter Stewart,0
72-331X,Byron R. White,0
72-331X,Warren E. Burger,0
72-331X,Harry A. Blackmun,0
72-331X,"Lewis F. Powell, Jr.",0
72-331X,William H. Rehnquist,0
72-671X,William O. Douglas,1
72-671X,Potter Stewart,0
72-671X,Thurgood Marshall,0
72-671X,"William J. Brennan, Jr.",0
72-671X,Byron R. White,0
72-671X,Warren E. Burger,0
72-671X,Harry A. Blackmun,0
72-671X,"Lewis F. Powell, Jr.",0
72-671X,William H. Rehnquist,0
72-312X,William O. Douglas,0
72-312X,Thurgood Marshall,0
72-312X,"William J. Brennan, Jr.",0
72-312X,Byron R. White,0
72-312X,Warren E. Burger,0
72-312X,Harry A. Blackmun,0
72-312X,"Lewis F. Powell, Jr.",0
72-312X,William H. Rehnquist,0
72-702X,William O. Douglas,0
72-702X,Potter Stewart,0
72-702X,Thurgood Marshall,0
72-702X,"William J. Brennan, Jr.",0
72-702X,Byron R. White,0
72-702X,Warren E. Burger,0
72-702X,Harry A. Blackmun,0
72-702X,"Lewis F. Powell, Jr.",0
72-702X,William H. Rehnquist,0
72-702X,William O. Douglas,0
72-702X,Potter Stewart,0
72-702X,Thurgood Marshall,0
72-702X,"William J. Brennan, Jr.",0
72-702X,Byron R. White,0
72-702X,Warren E. Burger,0
72-702X,Harry A. Blackmun,0
72-702X,"Lewis F. Powell, Jr.",0
72-702X,William H. Rehnquist,0
71-1669,William O. Douglas,1
71-1669,Thurgood Marshall,1
71-1669,"William J. Brennan, Jr.",1
71-1669,Byron R. White,0
71-1669,Warren E. Burger,0
71-1669,Harry A. Blackmun,0
71-1669,William H. Rehnquist,0
72-1231,William O. Douglas,0
72-1231,Potter Stewart,0
72-1231,Thurgood Marshall,0
72-1231,"William J. Brennan, Jr.",1
72-1231,Byron R. White,1
72-1231,Warren E. Burger,0
72-1231,Harry A. Blackmun,1
72-1231,"Lewis F. Powell, Jr.",0
72-1231,William H. Rehnquist,0
72-1231,William O. Douglas,0
72-1231,Potter Stewart,0
72-1231,Thurgood Marshall,0
72-1231,"William J. Brennan, Jr.",1
72-1231,Byron R. White,1
72-1231,Warren E. Burger,0
72-1231,Harry A. Blackmun,1
72-1231,"Lewis F. Powell, Jr.",0
72-1231,William H. Rehnquist,0
72-888X,William O. Douglas,1
72-888X,Potter Stewart,0
72-888X,Thurgood Marshall,1
72-888X,"William J. Brennan, Jr.",1
72-888X,Byron R. White,0
72-888X,Warren E. Burger,0
72-888X,Harry A. Blackmun,0
72-888X,"Lewis F. Powell, Jr.",0
72-888X,William H. Rehnquist,0
72-1168,William O. Douglas,0
72-1168,Potter Stewart,0
72-1168,Thurgood Marshall,0
72-1168,"William J. Brennan, Jr.",1
72-1168,Byron R. White,1
72-1168,Warren E. Burger,1
72-1168,Harry A. Blackmun,1
72-1168,"Lewis F. Powell, Jr.",0
72-1168,William H. Rehnquist,0
72-5881,William O. Douglas,1
72-5881,Potter Stewart,0
72-5881,Thurgood Marshall,1
72-5881,"William J. Brennan, Jr.",1
72-5881,Byron R. White,0
72-5881,Warren E. Burger,0
72-5881,Harry A. Blackmun,0
72-5881,"Lewis F. Powell, Jr.",0
72-5881,William H. Rehnquist,0
72-5881,William O. Douglas,1
72-5881,Potter Stewart,0
72-5881,Thurgood Marshall,1
72-5881,"William J. Brennan, Jr.",1
72-5881,Byron R. White,0
72-5881,Warren E. Burger,0
72-5881,Harry A. Blackmun,0
72-5881,"Lewis F. Powell, Jr.",0
72-5881,William H. Rehnquist,0
72-5881,William O. Douglas,1
72-5881,Potter Stewart,0
72-5881,Thurgood Marshall,1
72-5881,"William J. Brennan, Jr.",1
72-5881,Byron R. White,0
72-5881,Warren E. Burger,0
