docket,justiceName,petVote
15-191X,"John G. Roberts, Jr.",1
15-191X,Anthony M. Kennedy,1
15-191X,Clarence Thomas,1
15-191X,Stephen G. Breyer,1
15-191X,"Samuel A. Alito, Jr.",1
15-191X,Elena Kagan,1
14-1375,"John G. Roberts, Jr.",1
14-1375,Anthony M. Kennedy,1
14-1375,Ruth Bader Ginsburg,1
14-1375,Stephen G. Breyer,1
14-1375,"Samuel A. Alito, Jr.",1
14-1375,Sonia Sotomayor,1
14-1375,Elena Kagan,1
15-420X,"John G. Roberts, Jr.",1
15-420X,Anthony M. Kennedy,1
15-420X,Ruth Bader Ginsburg,1
15-420X,Stephen G. Breyer,1
15-420X,"Samuel A. Alito, Jr.",1
15-420X,Sonia Sotomayor,1
15-420X,Elena Kagan,1
15-7XXX,"John G. Roberts, Jr.",1
15-7XXX,Anthony M. Kennedy,1
15-7XXX,Clarence Thomas,1
15-7XXX,Ruth Bader Ginsburg,1
15-7XXX,Stephen G. Breyer,1
15-7XXX,"Samuel A. Alito, Jr.",1
15-7XXX,Sonia Sotomayor,1
15-7XXX,Elena Kagan,1
14-1468,"John G. Roberts, Jr.",1
14-1468,Anthony M. Kennedy,1
14-1468,Clarence Thomas,0
14-1468,Stephen G. Breyer,1
14-1468,"Samuel A. Alito, Jr.",1
14-1468,Elena Kagan,1
14-1507,"John G. Roberts, Jr.",1
14-1507,Anthony M. Kennedy,1
14-1507,Clarence Thomas,0
14-1507,Stephen G. Breyer,1
14-1507,"Samuel A. Alito, Jr.",1
14-1507,Elena Kagan,1
15-415X,"John G. Roberts, Jr.",1
15-415X,Anthony M. Kennedy,1
15-415X,Clarence Thomas,0
15-415X,Stephen G. Breyer,1
15-415X,"Samuel A. Alito, Jr.",0
15-415X,Elena Kagan,1
15-375X,"John G. Roberts, Jr.",1
15-375X,Anthony M. Kennedy,1
15-375X,Clarence Thomas,1
15-375X,Ruth Bader Ginsburg,1
15-375X,Stephen G. Breyer,1
15-375X,"Samuel A. Alito, Jr.",1
15-375X,Sonia Sotomayor,1
15-375X,Elena Kagan,1
15-6092,"John G. Roberts, Jr.",1
15-6092,Ruth Bader Ginsburg,0
15-6092,Stephen G. Breyer,0
15-6092,"Samuel A. Alito, Jr.",0
15-6092,Sonia Sotomayor,1
15-6092,Elena Kagan,1
"No. 137, Orig.","John G. Roberts, Jr.",1
"No. 137, Orig.",Anthony M. Kennedy,1
"No. 137, Orig.",Clarence Thomas,1
"No. 137, Orig.",Ruth Bader Ginsburg,1
"No. 137, Orig.",Stephen G. Breyer,1
"No. 137, Orig.","Samuel A. Alito, Jr.",1
"No. 137, Orig.",Sonia Sotomayor,1
"No. 137, Orig.",Elena Kagan,1
15-723X,"John G. Roberts, Jr.",1
15-723X,Anthony M. Kennedy,1
15-723X,Clarence Thomas,1
15-723X,Ruth Bader Ginsburg,1
15-723X,Stephen G. Breyer,1
15-723X,"Samuel A. Alito, Jr.",1
15-723X,Sonia Sotomayor,1
15-723X,Elena Kagan,1
15-474X,"John G. Roberts, Jr.",1
15-474X,Anthony M. Kennedy,1
15-474X,Clarence Thomas,1
15-474X,Ruth Bader Ginsburg,1
15-474X,Stephen G. Breyer,1
15-474X,"Samuel A. Alito, Jr.",1
15-474X,Sonia Sotomayor,1
15-474X,Elena Kagan,1
15-8366,"John G. Roberts, Jr.",1
15-8366,Anthony M. Kennedy,1
15-8366,Clarence Thomas,0
15-8366,Ruth Bader Ginsburg,1
15-8366,Stephen G. Breyer,1
15-8366,"Samuel A. Alito, Jr.",0
15-8366,Sonia Sotomayor,1
15-8366,Elena Kagan,1
15-833X,"John G. Roberts, Jr.",1
15-833X,Anthony M. Kennedy,1
15-833X,Clarence Thomas,1
15-833X,Ruth Bader Ginsburg,0
15-833X,Stephen G. Breyer,1
15-833X,"Samuel A. Alito, Jr.",1
15-833X,Sonia Sotomayor,0
15-833X,Elena Kagan,1
14-848X,"John G. Roberts, Jr.",1
14-848X,Antonin Scalia,1
14-848X,Anthony M. Kennedy,1
14-848X,Clarence Thomas,1
14-848X,Ruth Bader Ginsburg,1
14-848X,Stephen G. Breyer,1
14-848X,"Samuel A. Alito, Jr.",1
14-848X,Sonia Sotomayor,1
14-848X,Elena Kagan,1
14-1143,"John G. Roberts, Jr.",1
14-1143,Anthony M. Kennedy,1
14-1143,Clarence Thomas,1
14-1143,Ruth Bader Ginsburg,1
14-1143,Stephen G. Breyer,1
14-1143,"Samuel A. Alito, Jr.",1
14-1143,Sonia Sotomayor,0
14-1143,Elena Kagan,1
14-1372,"John G. Roberts, Jr.",1
14-1372,Antonin Scalia,1
14-1372,Anthony M. Kennedy,1
14-1372,Clarence Thomas,1
14-1372,Ruth Bader Ginsburg,1
14-1372,Stephen G. Breyer,1
14-1372,"Samuel A. Alito, Jr.",1
14-1372,Sonia Sotomayor,1
14-1372,Elena Kagan,1
15-777X,"John G. Roberts, Jr.",1
15-777X,Anthony M. Kennedy,1
15-777X,Clarence Thomas,1
15-777X,Ruth Bader Ginsburg,1
15-777X,Stephen G. Breyer,1
15-777X,"Samuel A. Alito, Jr.",1
15-777X,Sonia Sotomayor,1
15-777X,Elena Kagan,1
15-606X,"John G. Roberts, Jr.",0
15-606X,Anthony M. Kennedy,1
15-606X,Clarence Thomas,0
15-606X,Ruth Bader Ginsburg,1
15-606X,Stephen G. Breyer,1
15-606X,"Samuel A. Alito, Jr.",0
15-606X,Sonia Sotomayor,1
15-606X,Elena Kagan,1
14-9496,"John G. Roberts, Jr.",1
14-9496,Anthony M. Kennedy,1
14-9496,Clarence Thomas,0
14-9496,Ruth Bader Ginsburg,1
14-9496,Stephen G. Breyer,1
14-9496,"Samuel A. Alito, Jr.",0
14-9496,Sonia Sotomayor,1
14-9496,Elena Kagan,1
15-497X,"John G. Roberts, Jr.",1
15-497X,Anthony M. Kennedy,1
15-497X,Ruth Bader Ginsburg,1
15-497X,Stephen G. Breyer,1
15-497X,Sonia Sotomayor,1
15-497X,Elena Kagan,1
15-649X,"John G. Roberts, Jr.",1
15-649X,Anthony M. Kennedy,1
15-649X,Clarence Thomas,0
15-649X,Ruth Bader Ginsburg,1
15-649X,Stephen G. Breyer,1
15-649X,"Samuel A. Alito, Jr.",0
15-649X,Sonia Sotomayor,1
15-649X,Elena Kagan,1
15-927X,"John G. Roberts, Jr.",1
15-927X,Anthony M. Kennedy,1
15-927X,Clarence Thomas,1
15-927X,Ruth Bader Ginsburg,1
15-927X,Stephen G. Breyer,0
15-927X,"Samuel A. Alito, Jr.",1
15-927X,Sonia Sotomayor,1
15-927X,Elena Kagan,1
15-423X,"John G. Roberts, Jr.",1
15-423X,Anthony M. Kennedy,1
15-423X,Clarence Thomas,1
15-423X,Ruth Bader Ginsburg,1
15-423X,Stephen G. Breyer,1
15-423X,"Samuel A. Alito, Jr.",1
15-423X,Sonia Sotomayor,1
15-423X,Elena Kagan,1
15-1111,"John G. Roberts, Jr.",1
15-1111,Anthony M. Kennedy,0
15-1111,Clarence Thomas,0
15-1111,Ruth Bader Ginsburg,1
15-1111,Stephen G. Breyer,1
15-1111,"Samuel A. Alito, Jr.",0
15-1111,Sonia Sotomayor,1
15-1111,Elena Kagan,1
15-1111,"John G. Roberts, Jr.",1
15-1111,Ruth Bader Ginsburg,1
15-1111,Stephen G. Breyer,1
15-1111,Sonia Sotomayor,1
15-1111,Elena Kagan,1
15-1112,"John G. Roberts, Jr.",1
15-1112,Anthony M. Kennedy,0
15-1112,Clarence Thomas,0
15-1112,Ruth Bader Ginsburg,1
15-1112,Stephen G. Breyer,1
15-1112,"Samuel A. Alito, Jr.",0
15-1112,Sonia Sotomayor,1
15-1112,Elena Kagan,1
15-1112,"John G. Roberts, Jr.",1
15-1112,Ruth Bader Ginsburg,1
15-1112,Stephen G. Breyer,1
15-1112,Sonia Sotomayor,1
15-1112,Elena Kagan,1
14-1055,"John G. Roberts, Jr.",1
14-1055,Anthony M. Kennedy,1
14-1055,Clarence Thomas,1
14-1055,Ruth Bader Ginsburg,1
14-1055,Stephen G. Breyer,1
14-1055,"Samuel A. Alito, Jr.",1
14-1055,Sonia Sotomayor,1
14-1055,Elena Kagan,1
15-1191,"John G. Roberts, Jr.",1
15-1191,Anthony M. Kennedy,1
15-1191,Ruth Bader Ginsburg,1
15-1191,Stephen G. Breyer,1
15-1191,Sonia Sotomayor,1
15-1191,Elena Kagan,1
15-1191,"John G. Roberts, Jr.",1
15-1191,Anthony M. Kennedy,1
15-1191,Ruth Bader Ginsburg,1
15-1191,Stephen G. Breyer,1
15-1191,Sonia Sotomayor,1
15-1191,Elena Kagan,1
15-797X,"John G. Roberts, Jr.",0
15-797X,Anthony M. Kennedy,1
15-797X,Clarence Thomas,0
15-797X,Ruth Bader Ginsburg,1
15-797X,Stephen G. Breyer,1
15-797X,"Samuel A. Alito, Jr.",0
15-797X,Sonia Sotomayor,1
15-797X,Elena Kagan,1
15-680X,"John G. Roberts, Jr.",1
15-680X,Anthony M. Kennedy,1
15-680X,Ruth Bader Ginsburg,1
15-680X,Stephen G. Breyer,1
15-680X,Sonia Sotomayor,1
15-680X,Elena Kagan,1
15-680X,"John G. Roberts, Jr.",1
15-680X,Anthony M. Kennedy,1
15-680X,Clarence Thomas,0
15-680X,Ruth Bader Ginsburg,1
15-680X,Stephen G. Breyer,1
15-680X,Sonia Sotomayor,1
15-680X,Elena Kagan,1
14-1538,Anthony M. Kennedy,1
14-1538,Ruth Bader Ginsburg,1
14-1538,Stephen G. Breyer,1
14-1538,Sonia Sotomayor,1
14-1538,Elena Kagan,1
15-1256,"John G. Roberts, Jr.",1
15-1256,Anthony M. Kennedy,1
15-1256,Clarence Thomas,0
15-1256,Ruth Bader Ginsburg,1
15-1256,Stephen G. Breyer,1
15-1256,Sonia Sotomayor,1
15-1256,Elena Kagan,1
15-1500,"John G. Roberts, Jr.",1
15-1500,Anthony M. Kennedy,1
15-1500,Stephen G. Breyer,1
15-1500,"Samuel A. Alito, Jr.",1
15-1500,Sonia Sotomayor,1
15-1500,Elena Kagan,1
15-1391,"John G. Roberts, Jr.",1
15-1391,Anthony M. Kennedy,1
15-1391,Clarence Thomas,1
15-1391,Ruth Bader Ginsburg,1
15-1391,Elena Kagan,1
15-1406,"John G. Roberts, Jr.",1
15-1406,Anthony M. Kennedy,1
15-1406,Clarence Thomas,1
15-1406,Ruth Bader Ginsburg,1
15-1406,Stephen G. Breyer,1
15-1406,"Samuel A. Alito, Jr.",1
15-1406,Sonia Sotomayor,1
15-1406,Elena Kagan,1
15-827X,"John G. Roberts, Jr.",1
15-827X,Anthony M. Kennedy,1
15-827X,Clarence Thomas,1
15-827X,Ruth Bader Ginsburg,1
15-827X,Stephen G. Breyer,1
15-827X,"Samuel A. Alito, Jr.",1
15-827X,Sonia Sotomayor,1
15-827X,Elena Kagan,1
16-348X,"John G. Roberts, Jr.",1
16-348X,Anthony M. Kennedy,1
16-348X,Clarence Thomas,1
16-348X,Ruth Bader Ginsburg,0
16-348X,Stephen G. Breyer,1
16-348X,"Samuel A. Alito, Jr.",1
16-348X,Sonia Sotomayor,0
16-348X,Elena Kagan,0
15-1358,"John G. Roberts, Jr.",1
15-1358,Anthony M. Kennedy,1
15-1358,Ruth Bader Ginsburg,0
15-1358,Stephen G. Breyer,0
15-1358,"Samuel A. Alito, Jr.",1
15-1359,"John G. Roberts, Jr.",1
15-1359,Anthony M. Kennedy,1
15-1359,Ruth Bader Ginsburg,0
15-1359,Stephen G. Breyer,0
15-1359,"Samuel A. Alito, Jr.",1
15-1363,"John G. Roberts, Jr.",1
15-1363,Anthony M. Kennedy,1
15-1363,Ruth Bader Ginsburg,0
15-1363,Stephen G. Breyer,0
15-1363,"Samuel A. Alito, Jr.",1
15-5991,"John G. Roberts, Jr.",1
15-5991,Anthony M. Kennedy,1
15-5991,Clarence Thomas,1
15-5991,Ruth Bader Ginsburg,1
15-5991,Stephen G. Breyer,1
15-5991,"Samuel A. Alito, Jr.",1
15-5991,Sonia Sotomayor,1
15-5991,Elena Kagan,1
15-5991,"John G. Roberts, Jr.",1
15-5991,Anthony M. Kennedy,1
15-5991,Clarence Thomas,1
15-5991,Ruth Bader Ginsburg,1
15-5991,Stephen G. Breyer,1
15-5991,"Samuel A. Alito, Jr.",1
15-5991,Sonia Sotomayor,1
15-5991,Elena Kagan,1
15-118X,"John G. Roberts, Jr.",1
15-118X,Anthony M. Kennedy,1
15-118X,Clarence Thomas,0
15-118X,Ruth Bader Ginsburg,0
15-118X,Stephen G. Breyer,0
15-118X,"Samuel A. Alito, Jr.",1
15-118X,Sonia Sotomayor,1
15-118X,Elena Kagan,1
15-1248,"John G. Roberts, Jr.",1
15-1248,Anthony M. Kennedy,1
15-1248,Clarence Thomas,1
15-1248,Ruth Bader Ginsburg,0
15-1248,Stephen G. Breyer,1
15-1248,"Samuel A. Alito, Jr.",1
15-1248,Sonia Sotomayor,1
15-1248,Elena Kagan,1
16-32XX,"John G. Roberts, Jr.",1
16-32XX,Anthony M. Kennedy,1
16-32XX,Clarence Thomas,0
16-32XX,Ruth Bader Ginsburg,1
16-32XX,Stephen G. Breyer,1
16-32XX,"Samuel A. Alito, Jr.",1
16-32XX,Sonia Sotomayor,1
16-32XX,Elena Kagan,1
15-1194,Anthony M. Kennedy,1
15-1194,Ruth Bader Ginsburg,1
15-1194,Stephen G. Breyer,1
15-1194,Sonia Sotomayor,1
15-1194,Elena Kagan,1
16-54XX,"John G. Roberts, Jr.",1
16-54XX,Anthony M. Kennedy,1
16-54XX,Clarence Thomas,1
16-54XX,Ruth Bader Ginsburg,1
16-54XX,Stephen G. Breyer,1
16-54XX,"Samuel A. Alito, Jr.",1
16-54XX,Sonia Sotomayor,1
16-54XX,Elena Kagan,1
15-9260,"John G. Roberts, Jr.",1
15-9260,Anthony M. Kennedy,1
15-9260,Clarence Thomas,1
15-9260,Ruth Bader Ginsburg,1
15-9260,Stephen G. Breyer,1
15-9260,"Samuel A. Alito, Jr.",1
15-9260,Sonia Sotomayor,1
15-9260,Elena Kagan,1
16-149X,"John G. Roberts, Jr.",1
16-149X,Anthony M. Kennedy,1
16-149X,Ruth Bader Ginsburg,1
16-149X,Stephen G. Breyer,1
16-149X,"Samuel A. Alito, Jr.",1
16-149X,Sonia Sotomayor,1
16-149X,Elena Kagan,1
16-67XX,"John G. Roberts, Jr.",1
16-67XX,Anthony M. Kennedy,1
16-67XX,Clarence Thomas,1
16-67XX,Stephen G. Breyer,1
16-67XX,"Samuel A. Alito, Jr.",1
16-67XX,Sonia Sotomayor,1
16-67XX,Elena Kagan,1
15-1031,"John G. Roberts, Jr.",1
15-1031,Anthony M. Kennedy,1
15-1031,Ruth Bader Ginsburg,1
15-1031,Stephen G. Breyer,1
15-1031,"Samuel A. Alito, Jr.",1
15-1031,Sonia Sotomayor,1
15-1031,Elena Kagan,1
15-457X,Anthony M. Kennedy,1
15-457X,Ruth Bader Ginsburg,1
15-457X,Stephen G. Breyer,1
15-457X,Sonia Sotomayor,1
15-457X,Elena Kagan,1
15-1189,"John G. Roberts, Jr.",1
15-1189,Anthony M. Kennedy,1
15-1189,Clarence Thomas,1
15-1189,Stephen G. Breyer,1
15-1189,"Samuel A. Alito, Jr.",1
15-1189,Sonia Sotomayor,1
15-1189,Elena Kagan,1
15-1189,"John G. Roberts, Jr.",1
15-1189,Anthony M. Kennedy,1
15-1189,Clarence Thomas,1
15-1189,Ruth Bader Ginsburg,0
15-1189,Stephen G. Breyer,1
15-1189,"Samuel A. Alito, Jr.",1
15-1189,Sonia Sotomayor,1
15-1189,Elena Kagan,1
16-369X,"John G. Roberts, Jr.",1
16-369X,Anthony M. Kennedy,1
16-369X,Clarence Thomas,1
16-369X,Ruth Bader Ginsburg,1
16-369X,Stephen G. Breyer,1
16-369X,"Samuel A. Alito, Jr.",1
16-369X,Sonia Sotomayor,1
16-369X,Elena Kagan,1
16-254X,"John G. Roberts, Jr.",1
16-254X,Anthony M. Kennedy,1
16-254X,Clarence Thomas,1
16-254X,Ruth Bader Ginsburg,1
16-254X,Stephen G. Breyer,1
16-254X,"Samuel A. Alito, Jr.",1
16-254X,Sonia Sotomayor,1
16-254X,Elena Kagan,1
16-74XX,"John G. Roberts, Jr.",1
16-74XX,Anthony M. Kennedy,1
16-74XX,Clarence Thomas,1
16-74XX,Ruth Bader Ginsburg,1
16-74XX,Stephen G. Breyer,1
16-74XX,"Samuel A. Alito, Jr.",1
16-74XX,Elena Kagan,1
16-86XX,"John G. Roberts, Jr.",1
16-86XX,Anthony M. Kennedy,1
16-86XX,Clarence Thomas,1
16-86XX,Ruth Bader Ginsburg,1
16-86XX,Stephen G. Breyer,1
16-86XX,"Samuel A. Alito, Jr.",1
16-86XX,Elena Kagan,1
16-258X,"John G. Roberts, Jr.",1
16-258X,Anthony M. Kennedy,1
16-258X,Clarence Thomas,1
16-258X,Ruth Bader Ginsburg,1
16-258X,Stephen G. Breyer,1
16-258X,"Samuel A. Alito, Jr.",1
16-258X,Elena Kagan,1
16-341X,"John G. Roberts, Jr.",1
16-341X,Anthony M. Kennedy,1
16-341X,Clarence Thomas,1
16-341X,Ruth Bader Ginsburg,1
16-341X,Stephen G. Breyer,1
16-341X,"Samuel A. Alito, Jr.",1
16-341X,Sonia Sotomayor,1
16-341X,Elena Kagan,1
16-327X,"John G. Roberts, Jr.",1
16-327X,Anthony M. Kennedy,1
16-327X,Clarence Thomas,0
16-327X,Ruth Bader Ginsburg,1
16-327X,Stephen G. Breyer,1
16-327X,"Samuel A. Alito, Jr.",0
16-327X,Sonia Sotomayor,1
16-327X,Elena Kagan,1
16-142X,"John G. Roberts, Jr.",1
16-142X,Anthony M. Kennedy,1
16-142X,Clarence Thomas,1
16-142X,Ruth Bader Ginsburg,1
16-142X,Stephen G. Breyer,1
16-142X,"Samuel A. Alito, Jr.",1
16-142X,Sonia Sotomayor,1
16-142X,Elena Kagan,1
16-399X,"John G. Roberts, Jr.",1
16-399X,Anthony M. Kennedy,1
16-399X,Clarence Thomas,0
16-399X,Ruth Bader Ginsburg,1
16-399X,Stephen G. Breyer,1
16-399X,"Samuel A. Alito, Jr.",1
16-399X,Sonia Sotomayor,1
16-399X,Elena Kagan,1
16-399X,Neil Gorsuch,0
16-605X,"John G. Roberts, Jr.",1
16-605X,Anthony M. Kennedy,1
16-605X,Clarence Thomas,1
16-605X,Ruth Bader Ginsburg,1
16-605X,Stephen G. Breyer,1
16-605X,"Samuel A. Alito, Jr.",1
16-605X,Sonia Sotomayor,1
16-605X,Elena Kagan,1
16-605X,Neil Gorsuch,1
16-529X,"John G. Roberts, Jr.",1
16-529X,Anthony M. Kennedy,1
16-529X,Clarence Thomas,1
16-529X,Ruth Bader Ginsburg,1
16-529X,Stephen G. Breyer,1
16-529X,"Samuel A. Alito, Jr.",1
16-529X,Sonia Sotomayor,1
16-529X,Elena Kagan,1
16-529X,Neil Gorsuch,1
15-577X,"John G. Roberts, Jr.",1
15-577X,Anthony M. Kennedy,1
15-577X,Ruth Bader Ginsburg,0
15-577X,"Samuel A. Alito, Jr.",1
15-577X,Sonia Sotomayor,0
15-577X,Elena Kagan,1
16-5294,"John G. Roberts, Jr.",0
16-5294,Anthony M. Kennedy,1
16-5294,Clarence Thomas,0
16-5294,Ruth Bader Ginsburg,1
16-5294,Stephen G. Breyer,1
16-5294,"Samuel A. Alito, Jr.",0
16-5294,Sonia Sotomayor,1
16-5294,Elena Kagan,1
16-5294,Neil Gorsuch,0
16-5294,"John G. Roberts, Jr.",0
16-5294,Anthony M. Kennedy,1
16-5294,Clarence Thomas,0
16-5294,Ruth Bader Ginsburg,1
16-5294,Stephen G. Breyer,1
16-5294,"Samuel A. Alito, Jr.",0
16-5294,Sonia Sotomayor,1
16-5294,Elena Kagan,1
16-5294,Neil Gorsuch,0
16-5294,"John G. Roberts, Jr.",0
16-5294,Anthony M. Kennedy,1
16-5294,Clarence Thomas,0
16-5294,Ruth Bader Ginsburg,1
16-5294,Stephen G. Breyer,1
16-5294,"Samuel A. Alito, Jr.",0
16-5294,Sonia Sotomayor,1
16-5294,Elena Kagan,1
16-5294,Neil Gorsuch,0
16-466X,"John G. Roberts, Jr.",1
16-466X,Anthony M. Kennedy,1
16-466X,Clarence Thomas,1
16-466X,Ruth Bader Ginsburg,1
16-466X,Stephen G. Breyer,1
16-466X,"Samuel A. Alito, Jr.",1
16-466X,Sonia Sotomayor,0
16-466X,Elena Kagan,1
16-466X,Neil Gorsuch,1
16-405X,"John G. Roberts, Jr.",1
16-405X,Anthony M. Kennedy,1
16-405X,Clarence Thomas,1
16-405X,Ruth Bader Ginsburg,1
16-405X,Stephen G. Breyer,1
16-405X,"Samuel A. Alito, Jr.",1
16-405X,Sonia Sotomayor,0
16-405X,Elena Kagan,1
16-405X,Neil Gorsuch,1
16-405X,"John G. Roberts, Jr.",1
16-405X,Anthony M. Kennedy,1
16-405X,Clarence Thomas,1
16-405X,Ruth Bader Ginsburg,1
16-405X,Stephen G. Breyer,1
16-405X,"Samuel A. Alito, Jr.",1
16-405X,Elena Kagan,1
16-405X,Neil Gorsuch,1
15-1039,"John G. Roberts, Jr.",1
15-1039,Anthony M. Kennedy,1
15-1039,Clarence Thomas,1
15-1039,Ruth Bader Ginsburg,1
15-1039,"Samuel A. Alito, Jr.",1
15-1039,Sonia Sotomayor,1
15-1039,Elena Kagan,1
15-1039,Neil Gorsuch,1
16-309X,"John G. Roberts, Jr.",1
16-309X,Anthony M. Kennedy,1
16-309X,Ruth Bader Ginsburg,1
16-309X,Stephen G. Breyer,1
16-309X,Sonia Sotomayor,1
16-309X,Elena Kagan,1
15-8049,"John G. Roberts, Jr.",1
15-8049,Anthony M. Kennedy,1
15-8049,Clarence Thomas,0
15-8049,Ruth Bader Ginsburg,1
15-8049,Stephen G. Breyer,1
15-8049,"Samuel A. Alito, Jr.",0
15-8049,Sonia Sotomayor,1
15-8049,Elena Kagan,1
16-6316,"John G. Roberts, Jr.",1
16-6316,Anthony M. Kennedy,1
16-6316,Clarence Thomas,1
16-6316,Ruth Bader Ginsburg,1
16-6316,Stephen G. Breyer,1
16-6316,"Samuel A. Alito, Jr.",1
16-6316,Sonia Sotomayor,1
16-6316,Elena Kagan,1
16-1023,"John G. Roberts, Jr.",1
16-1023,Anthony M. Kennedy,1
16-1023,Clarence Thomas,1
16-1023,Ruth Bader Ginsburg,1
16-1023,Stephen G. Breyer,1
16-1023,"Samuel A. Alito, Jr.",1
16-1023,Sonia Sotomayor,1
16-1023,Elena Kagan,1
16-1023,Neil Gorsuch,1
16-1177,"John G. Roberts, Jr.",1
16-1177,Anthony M. Kennedy,1
16-1177,Clarence Thomas,1
16-1177,Stephen G. Breyer,1
16-1177,"Samuel A. Alito, Jr.",1
16-1177,Sonia Sotomayor,1
16-1177,Elena Kagan,1
16-1177,Neil Gorsuch,1
16-1116,"John G. Roberts, Jr.",1
16-1116,Anthony M. Kennedy,1
16-1116,Clarence Thomas,1
16-1116,Ruth Bader Ginsburg,1
16-1116,Stephen G. Breyer,1
16-1116,"Samuel A. Alito, Jr.",1
16-1116,Sonia Sotomayor,1
16-1116,Elena Kagan,1
16-1116,Neil Gorsuch,1
16-992X,"John G. Roberts, Jr.",1
16-992X,Anthony M. Kennedy,1
16-992X,Clarence Thomas,0
16-992X,Ruth Bader Ginsburg,1
16-992X,Stephen G. Breyer,1
16-992X,"Samuel A. Alito, Jr.",0
16-992X,Sonia Sotomayor,1
16-992X,Elena Kagan,1
16-992X,Neil Gorsuch,0
16-285X,"John G. Roberts, Jr.",1
16-285X,Anthony M. Kennedy,1
16-285X,Ruth Bader Ginsburg,0
16-285X,Stephen G. Breyer,0
16-285X,"Samuel A. Alito, Jr.",1
16-285X,Sonia Sotomayor,0
16-285X,Elena Kagan,0
16-285X,Neil Gorsuch,1
16-285X,"John G. Roberts, Jr.",1
16-285X,Anthony M. Kennedy,1
16-285X,Ruth Bader Ginsburg,0
16-285X,Stephen G. Breyer,0
16-285X,"Samuel A. Alito, Jr.",1
16-285X,Sonia Sotomayor,0
16-285X,Elena Kagan,0
16-285X,Neil Gorsuch,1
16-300X,"John G. Roberts, Jr.",1
16-300X,Anthony M. Kennedy,1
16-300X,Ruth Bader Ginsburg,0
16-300X,Stephen G. Breyer,0
16-300X,"Samuel A. Alito, Jr.",1
16-300X,Sonia Sotomayor,0
16-300X,Elena Kagan,0
16-300X,Neil Gorsuch,1
16-300X,"John G. Roberts, Jr.",1
16-300X,Anthony M. Kennedy,1
16-300X,Ruth Bader Ginsburg,0
16-300X,Stephen G. Breyer,0
16-300X,"Samuel A. Alito, Jr.",1
16-300X,Sonia Sotomayor,0
16-300X,Elena Kagan,0
16-300X,Neil Gorsuch,1
15-1204,"John G. Roberts, Jr.",1
15-1204,Anthony M. Kennedy,1
15-1204,Ruth Bader Ginsburg,0
15-1204,Stephen G. Breyer,0
15-1204,"Samuel A. Alito, Jr.",1
15-1204,Sonia Sotomayor,0
16-1161,"John G. Roberts, Jr.",1
16-1161,Anthony M. Kennedy,1
16-1161,"Samuel A. Alito, Jr.",1
16-424X,"John G. Roberts, Jr.",1
16-424X,Anthony M. Kennedy,0
16-424X,Clarence Thomas,0
16-424X,Ruth Bader Ginsburg,1
16-424X,Stephen G. Breyer,1
16-424X,"Samuel A. Alito, Jr.",0
16-424X,Sonia Sotomayor,1
16-424X,Elena Kagan,1
16-424X,Neil Gorsuch,1
15-1485,"John G. Roberts, Jr.",1
15-1485,Anthony M. Kennedy,1
15-1485,Clarence Thomas,1
15-1485,Stephen G. Breyer,1
15-1485,"Samuel A. Alito, Jr.",1
15-1485,Elena Kagan,1
15-1485,Neil Gorsuch,1
15-1485,"John G. Roberts, Jr.",1
15-1485,Anthony M. Kennedy,1
15-1485,Clarence Thomas,1
15-1485,Stephen G. Breyer,1
15-1485,"Samuel A. Alito, Jr.",1
15-1485,Elena Kagan,1
15-1485,Neil Gorsuch,1
16-658X,"John G. Roberts, Jr.",1
16-658X,Anthony M. Kennedy,1
16-658X,Clarence Thomas,1
16-658X,Ruth Bader Ginsburg,1
16-658X,Stephen G. Breyer,1
16-658X,"Samuel A. Alito, Jr.",1
16-658X,Sonia Sotomayor,1
16-658X,Elena Kagan,1
16-658X,Neil Gorsuch,1
16-299X,"John G. Roberts, Jr.",1
16-299X,Anthony M. Kennedy,1
16-299X,Clarence Thomas,1
16-299X,Ruth Bader Ginsburg,1
16-299X,Stephen G. Breyer,1
16-299X,"Samuel A. Alito, Jr.",1
16-299X,Sonia Sotomayor,1
16-299X,Elena Kagan,1
16-299X,Neil Gorsuch,1
16-6795,"John G. Roberts, Jr.",1
16-6795,Anthony M. Kennedy,1
16-6795,Clarence Thomas,1
16-6795,Stephen G. Breyer,1
16-6795,"Samuel A. Alito, Jr.",1
16-6795,Elena Kagan,1
16-6795,Neil Gorsuch,1
16-6855,"John G. Roberts, Jr.",1
16-6855,Anthony M. Kennedy,1
16-6855,Clarence Thomas,0
16-6855,Ruth Bader Ginsburg,1
16-6855,Stephen G. Breyer,1
16-6855,"Samuel A. Alito, Jr.",0
16-6855,Sonia Sotomayor,1
16-6855,Elena Kagan,1
16-6855,Neil Gorsuch,0
16-460X,"John G. Roberts, Jr.",1
16-460X,Anthony M. Kennedy,0
16-460X,Clarence Thomas,0
16-460X,Ruth Bader Ginsburg,1
16-460X,Stephen G. Breyer,1
16-460X,"Samuel A. Alito, Jr.",0
16-460X,Sonia Sotomayor,1
16-460X,Elena Kagan,1
16-460X,Neil Gorsuch,0
16-980X,"John G. Roberts, Jr.",1
16-980X,Anthony M. Kennedy,1
16-980X,Ruth Bader Ginsburg,0
16-980X,Stephen G. Breyer,0
16-980X,"Samuel A. Alito, Jr.",1
16-980X,Sonia Sotomayor,0
16-980X,Elena Kagan,0
