,docket,win
6593,82-912X,0
6594,82-914X,0
6595,82-940X,1
6596,82-945X,0
6597,82-947X,1
6598,82-958X,1
6599,82-960X,1
6600,82-963X,1
6601,82-973X,1
6602,82-975X,1
6603,83XXXXX,0
6604,83XXXXX,0
6605,83XXXXX,0
6606,83XXXXX,0
6607,83XXXXX,1
6608,83XXXXX,1
6609,83XXXXX,1
6610,83XXXXX,1
6611,83XXXXX,1
6612,83XXXXX,1
6613,83XXXXX,1
6614,83 MXXX,1
6615,83 ORIG,1
6616,83 ORIG,1
6617,830XXXX,0
6618,830XXXX,0
6619,831XXXX,1
6620,83-1XXX,0
6621,83-1007,0
6622,83-1013,1
6623,83-1015,1
6624,83-1020,0
6625,83-1032,0
6626,83-1035,0
6627,83-1045,0
6628,83-1065,0
6629,83-1075,1
6630,83-1097,1
6631,83-1132,1
6632,83-1153,1
6633,83-1158,0
6634,83-1170,1
6635,83-118X,0
6636,83-1202,1
6637,83-1266,1
6638,83-1274,1
6639,83-1279,1
6640,83-128X,1
6641,83-1292,0
6642,83-1307,1
6643,83-131X,1
6644,83-1329,1
6645,83-1330,1
6646,83-1334,0
6647,83-1338,1
6648,83-1360,0
6649,83-1362,0
6650,83-1367,0
6651,83-1368,1
6652,83-1378,0
6653,83-1394,1
6654,83-141X,1
6655,83-1416,1
6656,83-1427,1
6657,83-1437,1
6658,83-1452,1
6659,83-1466,0
6660,83-1476,1
6661,83-1492,1
6662,83-1545,0
6663,83-1569,1
6664,83-1590,0
6665,83-1620,0
6666,83-1622,1
6667,83-1623,1
6668,83-1624,1
6669,83-1625,1
6670,83-1632,1
6671,83-1660,1
6672,83-1673,1
6673,83-1708,1
6674,83-173X,0
6675,83-1748,1
6676,83-1750,1
6677,83-1785,1
6678,83-1798,1
6679,83-18XX,0
6680,83-1807,0
6681,83-181X,1
6682,83-1842,0
6683,83-185X,1
6684,83-1878,1
6685,83-1894,0
6686,83-1911,1
6687,83-1919,1
6688,83-1925,1
6689,83-1935,0
6690,83-1944,0
6691,83-1947,1
6692,83-196X,1
6693,83-1961,1
6694,83-1968,0
6695,83-2004,1
6696,83-2030,0
6697,83-2032,1
6698,83-2064,1
6699,83-2097,1
6700,83-2126,0
6701,83-2129,0
6702,83-2136,0
6703,83-2143,1
6704,83-2146,0
6705,83-2148,1
6706,83-2161,0
6707,83-2166,1
6708,83-218X,0
6709,83-219X,1
6710,83-226X,0
6711,83-240X,1
6712,83-245X,1
6713,83-264X,0
6714,83-271X,0
6715,83-276X,1
6716,83-297X,1
6717,83-305X,1
6718,83-317X,1
6719,83-321X,1
6720,83-328X,1
6721,83-346X,1
6722,83-371X,1
6723,83-372X,1
6724,834XXXX,1
6725,834XXXX,1
6726,83-436X,1
6727,83-458X,1
6728,83-469X,1
6729,83-490X,1
6730,83-491X,1
6731,83-498X,1
6732,835XXXX,0
6733,83-529X,1
6734,83-5424,1
6735,83-558X,0
6736,83-5596,0
6737,83-56XX,1
6738,83-5954,1
6739,83-599X,1
6740,836XXXX,1
6741,83-6061,0
6742,83-614X,0
6743,83-6155,0
6744,83-620X,1
6745,83-630X,1
6746,83-6607,1
6747,83-6663,0
6748,83-6766,1
6749,83-6775,0
6750,837XXXX,1
6751,83-703X,1
6752,83-710X,0
6753,83-712X,1
6754,83-724X,1
6755,83-727X,1
6756,83-728X,1
6757,83-747X,1
6758,83-751X,1
6759,83-773X,1
6760,83-812X,0
6761,83-832X,0
6762,83-838X,1
6763,83-850X,1
6764,83-859X,1
6765,83-87XX,0
6766,83-904X,1
6767,83-912X,0
6768,83-916X,1
6769,83-935X,1
6770,83-95XX,1
6771,83-96XX,1
6772,83-963X,0
6773,83-990X,0
6774,83-997X,1
6775,84XXXXX,0
6776,84XXXXX,0
6777,84XXXXX,0
6778,84XXXXX,0
6779,84XXXXX,1
6780,84XXXXX,1
6781,84XXXXX,1
6782,84XXXXX,1
6783,84XXXXX,1
6784,84 ORIG,1
6785,84 ORIG,1
6786,840XXXX,1
6787,841XXXX,1
6788,841XXXX,1
6789,84-1023,1
6790,84-1044,1
6791,84-1070,1
6792,84-1076,1
6793,84-1077,1
6794,84-1097,0
6795,84-1103,0
6796,84-1144,1
6797,84-1160,1
6798,84-1165,1
6799,84-1181,1
6800,84-1198,1
6801,84-1236,1
6802,84-1240,0
6803,84-1244,1
6804,84-1259,0
6805,84-127X,1
6806,84-1273,1
6807,84-1274,0
6808,84-1279,1
6809,84-1288,1
6810,84-1321,1
6811,84-1340,1
6812,84-1360,1
6813,84-1361,1
6814,84-1362,1
6815,84-1379,0
6816,84-1440,1
6817,84-1479,1
6818,84-1480,0
6819,84-1484,0
6820,84-1485,1
6821,84-1491,1
6822,84-1493,0
6823,84-1503,0
6824,84-1513,1
6825,84-1529,0
6826,84-1531,0
6827,84-1538,0
6828,84-1554,1
6829,84-1555,0
6830,84-1560,1
6831,84-1580,1
6832,84-1586,0
6833,84-16XX,0
6834,84-1601,1
6835,84-1602,1
6836,84-1606,1
6837,84-1616,1
6838,84-1634,1
6839,84-1636,1
6840,84-1640,1
6841,84-1644,1
6842,84-165X,0
6843,84-1656,0
6844,84-1661,0
6845,84-1667,1
6846,84-1686,0
6847,84-1717,0
6848,84-1725,1
6849,84-1726,0
6850,84-1728,0
6851,84-1737,1
6852,84-1744,0
6853,84-1777,1
6854,84-1803,0
6855,84-1809,1
6856,84-1839,0
6857,84-1852,1
6858,84-1865,1
6859,84-1903,0
6860,84-1904,1
6861,84-1905,1
6862,84-1913,1
6863,84-1922,0
6864,84-1923,0
6865,84-194X,1
6866,84-1944,1
6867,84-1947,0
6868,84-1948,1
6869,84-1972,1
6870,84-1973,1
6871,84-1974,1
6872,84-1979,0
6873,84-1999,0
6874,84-2015,0
6875,84-2022,1
6876,84-2030,1
6877,84-231X,1
6878,84-233X,1
6879,84-237X,0
6880,84-249X,0
6881,84-261X,1
6882,84-262X,1
6883,84-277X,0
6884,84-28XX,1
6885,843XXXX,1
6886,84-310X,1
6887,84-312X,1
6888,84-320X,1
6889,84-325X,0
6890,84-335X,0
6891,84-351X,1
6892,84-363X,0
6893,844XXXX,0
6894,84-4XXX,1
6895,84-433X,0
6896,84-435X,0
6897,84-436X,1
6898,84-438X,1
6899,84-465X,1
6900,84-468X,0
6901,84-476X,0
6902,84-48XX,1
6903,84-489X,0
6904,84-495X,0
6905,84-497X,1
6906,84-498X,1
6907,84-5004,1
6908,84-501X,0
6909,84-5059,0
6910,84-510X,0
6911,84-5108,1
6912,84-518X,1
6913,84-5240,0
6914,84-5332,1
6915,84-5555,0
6916,84-5630,0
6917,84-571X,1
6918,84-5743,0
6919,84-5786,1
6920,84-5872,0
6921,84-589X,1
6922,84-592X,1
6923,84-6075,1
6924,84-6263,1
6925,84-6270,0
6926,84-6470,0
6927,84-648X,1
6928,84-6646,1
6929,84-679X,0
6930,84-68XX,0
6931,84-6807,1
6932,84-6811,0
6933,84-6859,1
6934,84-690X,1
6935,847XXXX,1
6936,847XXXX,1
6937,84-701X,1
6938,84-732X,0
6939,84-744X,1
6940,84-755X,1
6941,84-76XX,0
6942,84-773X,0
6943,84-776X,1
6944,84-778X,1
6945,84-780X,1
6946,84-782X,1
6947,84-786X,0
6948,848XXXX,0
6949,84-801X,0
6950,84-822X,0
6951,84-836X,0
6952,84-849X,1
6953,84-861X,0
6954,84-871X,1
6955,84-9XXX,1
6956,84-902X,0
6957,84-914X,1
6958,84-978X,1
6959,85XXXXX,0
6960,85XXXXX,0
6961,85XXXXX,0
6962,85XXXXX,0
6963,85XXXXX,1
6964,85XXXXX,1
6965,85XXXXX,1
6966,85XXXXX,1
6967,85XXXXX,1
6968,85XXXXX,1
6969,85 ORIG,1
6970,850XXXX,0
6971,85-1021,0
6972,85-1027,0
6973,85-1033,1
6974,85-1043,1
6975,85-1088,1
6976,85-1092,0
6977,85-1129,0
6978,85-1140,0
6979,85-1150,1
6980,85-117X,0
6981,85-1180,1
6982,85-1199,1
6983,85-1200,1
6984,85-1206,0
6985,85-1208,0
6986,85-1217,0
6987,85-1222,1
6988,85-1226,0
6989,85-1233,1
6990,85-1239,1
6991,85-1244,0
6992,85-1259,1
6993,85-1277,0
6994,85-129X,0
6995,85-130X,1
6996,85-1329,1
6997,85-1347,1
6998,85-1358,1
6999,85-1360,1
7000,85-1370,1
7001,85-1377,0
7002,85-1384,1
7003,85-1385,1
7004,85-1388,1
7005,85-140X,1
7006,85-1409,1
7007,85-1433,1
7008,85-1449,1
7009,85-1500,0
7010,85-1513,0
7011,85-1517,1
7012,85-1520,1
7013,85-1530,0
7014,85-1551,0
7015,85-1563,1
7016,85-1581,0
7017,85-1589,1
7018,85-1613,1
7019,85-162X,1
7020,85-1626,0
7021,85-1630,1
7022,85-1656,0
7023,85-1658,1
7024,85-1672,0
7025,85-1695,1
7026,85-1708,0
7027,85-1716,0
7028,85-1722,1
7029,85-1736,0
7030,85-1765,0
7031,85-1772,1
7032,85-1798,1
7033,85-1804,1
7034,85-1835,0
7035,85-184X,1
7036,85-1910,0
7037,85-1924,0
7038,85-1940,1
7039,85-195X,1
7040,85-1963,1
7041,85-1973,1
7042,85-198X,1
7043,85-202X,1
7044,85-2039,1
7045,85-2064,1
7046,85-2067,0
7047,85-2068,0
7048,85-2079,0
7049,85-2099,1
7050,85-21XX,0
7051,85-2116,1
7052,85-2121,1
7053,85-214X,1
7054,85-215X,0
7055,85-2156,1
7056,85-2169,0
7057,85-217X,0
7058,85-224X,0
7059,85-225X,0
7060,85-227X,1
7061,85-246X,1
7062,85-250X,1
7063,85-289X,1
7064,85-303X,0
7065,85-363X,1
7066,85-385X,1
7067,85-390X,0
7068,854 MXX,1
7069,85-410X,1
7070,85-434X,1
7071,85-437X,1
7072,85-473X,1
7073,85-488X,1
7074,85-494X,0
7075,85-495X,1
7076,85-499X,0
7077,85-5XXX,1
7078,85-5XXX,1
7079,85-5023,0
7080,85-5189,0
7081,85-519X,1
7082,85-521X,1
7083,85-5221,1
7084,85-5238,1
7085,85-5260,1
7086,85-530X,1
7087,85-531X,1
7088,85-5319,0
7089,85-5348,0
7090,85-54XX,1
7091,85-5404,0
7092,85-5454,1
7093,85-546X,1
7094,85-5487,0
7095,85-554X,0
7096,85-5542,1
7097,85-558X,0
7098,85-568X,1
7099,85-588X,1
7100,85-5915,1
7101,85-5939,1
7102,85-599X,1
7103,85-608X,1
7104,85-619X,0
7105,85-62XX,1
7106,85-621X,1
7107,85-632X,1
7108,85-637X,0
7109,85-6461,0
7110,85-656X,1
7111,85-6593,0
7112,85-660X,1
7113,85-664X,1
7114,85-6725,0
7115,85-673X,0
7116,85-6756,1
7117,85-6790,1
7118,85-686X,1
7119,85-693X,1
7120,857 MXX,1
7121,85-701X,0
7122,85-732X,0
7123,85-755X,1
7124,85-759X,1
7125,85-766X,0
7126,85-767X,1
7127,85-781X,1
7128,85-782X,0
7129,85-792X,1
7130,85-88XX,1
7131,85-889X,1
7132,85-899X,1
7133,85-920X,0
7134,85-93XX,1
7135,85-937X,0
7136,85-954X,1
7137,85-971X,1
7138,85-993X,1
7139,85-998X,1
7140,85-999X,0
7141,86XXXXX,0
7142,86XXXXX,0
7143,86XXXXX,0
7144,86XXXXX,0
7145,86XXXXX,1
7146,86XXXXX,1
7147,86XXXXX,1
7148,86XXXXX,1
7149,86XXXXX,1
7150,86 ORIG,1
7151,86-1013,1
7152,86-1021,0
7153,86-1034,1
7154,86-104X,0
7155,86-1042,0
7156,86-1052,0
7157,86-1053,1
7158,86-108X,1
7159,86-1088,1
7160,86-1108,0
7161,86-1128,1
7162,86-1145,1
7163,86-1146,1
7164,86-1172,0
7165,86-1278,1
7166,86-1294,0
7167,86-130X,1
7168,86-1329,0
7169,86-133X,1
7170,86-1357,0
7171,86-1381,1
7172,86-1387,0
7173,86-139X,1
7174,86-1406,1
7175,86-1415,0
7176,86-1430,1
7177,86-1431,1
7178,86-1461,0
7179,86-1471,1
7180,86-1512,0
7181,86-1520,0
7182,86-1521,1
7183,86-1552,1
7184,86-1602,0
7185,86-1650,0
7186,86-1672,0
7187,86-1685,1
7188,86-1696,1
7189,86-1715,0
7190,86-1743,1
7191,86-1753,0
7192,86-1764,1
7193,86-177X,1
7194,86-1781,1
7195,86-179X,1
7196,86-1824,1
7197,86-1836,0
7198,86-1845,0
7199,86-1856,0
7200,86-1879,0
7201,86-1904,1
7202,86-1908,0
7203,86-1940,0
7204,86-1961,1
7205,86-1970,0
7206,86-1992,1
7207,86-2000,0
7208,86-2037,0
7209,86-21XX,1
7210,86-228X,1
7211,86-231X,0
7212,86-234X,1
7213,86-243X,0
7214,86-246X,0
7215,86-251X,0
7216,86-260X,0
7217,86-270X,0
7218,86-279X,0
7219,86-281X,1
7220,86-319X,0
7221,86-322X,0
7222,86-327X,1
7223,86-337X,1
7224,86-341X,0
7225,86-357X,1
7226,86-381X,1
7227,86-39XX,0
7228,86-393X,1
7229,86-421X,0
7230,86-422X,0
7231,86-44XX,1
7232,86-461X,0
7233,86-472X,0
7234,86-473X,1
7235,86-475X,1
7236,86-489X,0
7237,86-492X,0
7238,86-495X,0
7239,86-495X,1
7240,86-497X,0
7241,865XXXX,1
7242,86-5020,1
7243,86-509X,1
7244,86-510X,1
7245,86-511X,1
7246,86-526X,0
7247,86-5309,0
7248,86-5324,0
7249,86-5344,1
7250,86-5375,0
7251,86-5504,1
7252,86-5530,1
7253,86-566X,1
7254,86-572X,1
7255,86-594X,1
7256,86-595X,1
7257,86-5963,0
7258,86-6XXX,1
7259,86-6060,1
7260,86-6109,1
7261,86-6124,1
7262,86-6139,1
7263,86-6169,1
7264,86-622X,0
7265,86-6284,1
7266,86-637X,0
7267,86-651X,1
7268,86-656X,0
7269,86-6757,1
7270,86-684X,1
7271,86-6867,0
7272,86-7059,0
7273,86-71XX,1
7274,86-7113,0
7275,86-714X,0
7276,86-728X,0
7277,86-740X,0
7278,86-751X,0
7279,86-753X,0
7280,86-761X,1
7281,86-772X,1
7282,86-787X,1
7283,86-80XX,1
7284,86-803X,1
7285,86-805X,1
7286,86-836X,1
7287,86-863X,0
7288,86-87XX,1
7289,86-870X,0
7290,86-877X,1
7291,86-88XX,0
7292,86-890X,1
7293,86-935X,1
7294,86-937X,1
7295,86-939X,0
7296,86-946X,1
7297,86-957X,0
7298,86-958X,1
7299,86-964X,0
7300,86-978X,1
7301,86-98XX,0
7302,86-986X,0
7303,86-987X,0
7304,86-995X,0
7305,87XXXXX,0
7306,87XXXXX,0
7307,87XXXXX,0
7308,87XXXXX,1
7309,87XXXXX,1
7310,87XXXXX,1
7311,87XXXXX,1
7312,87XXXXX,1
7313,87XXXXX,1
7314,87XXXXX,1
7315,87XXXXX,1
7316,87 MXXX,1
7317,87-1020,1
7318,87-1022,0
7319,87-1031,1
7320,87-1043,1
7321,87-1054,0
7322,87-1055,0
7323,87-1061,1
7324,87-1064,1
7325,87-107X,0
7326,87-107X,0
7327,87-1097,0
7328,87-1104,1
7329,87-1160,0
7330,87-1165,0
7331,87-1167,1
7332,87-1168,0
7333,87-1190,1
7334,87-1201,0
7335,87-1206,0
7336,87-1207,0
7337,87-121X,1
7338,87-1224,0
7339,87-1241,0
7340,87-1245,1
7341,87-1252,1
7342,87-1269,0
7343,87-1277,1
7344,87-1279,1
7345,87-1295,1
7346,87-1303,1
7347,87-1318,0
7348,87-1327,0
7349,87-133X,1
7350,87-1344,1
7351,87-1346,0
7352,87-1372,1
7353,87-1379,1
7354,87-1383,0
7355,87-1387,1
7356,87-1428,0
7357,87-1437,0
7358,87-1485,1
7359,87-1490,1
7360,87-154X,0
7361,87-1555,1
7362,87-157X,0
7363,87-1589,1
7364,87-16XX,1
7365,87-1602,1
7366,87-1614,0
7367,87-1622,0
7368,87-1651,1
7369,87-1661,0
7370,87-168X,1
7371,87-1703,1
7372,87-1704,1
7373,87-1716,1
7374,87-1729,0
7375,87-1759,1
7376,87-1815,1
7377,87-1816,0
7378,87-1848,1
7379,87-1855,1
7380,87-1862,1
7381,87-1865,1
7382,87-1868,1
7383,87-1882,0
7384,87-1905,0
7385,87-1939,0
7386,87-1945,1
7387,87-1955,1
7388,87-1956,1
7389,87-1961,0
7390,87-1965,0
7391,87-1973,0
7392,87-1979,1
7393,87-201X,1
7394,87-2012,1
7395,87-2013,1
7396,87-2048,0
7397,87-2050,0
7398,87-2066,0
7399,87-2084,0
7400,87-2098,1
7401,87-2127,1
7402,87-248X,1
7403,87-253X,1
7404,87-259X,1
7405,87-267X,0
7406,87-271X,0
7407,87-283X,0
7408,87-3XXX,0
7409,87-328X,0
7410,87-329X,1
7411,87-336X,0
7412,87-339X,0
7413,87-352X,0
7414,87-354X,0
7415,87-363X,1
7416,87-367X,0
7417,87-399X,0
7418,87-4XXX,0
7419,87-416X,1
7420,87-453X,0
7421,87-470X,1
7422,87-498X,1
7423,87-499X,1
7424,87-5002,0
7425,87-505X,1
7426,87-5096,1
7427,87-519X,0
7428,87-5259,0
7429,87-526X,1
7430,87-5277,1
7431,87-5367,1
7432,87-5428,1
7433,87-5468,1
7434,87-548X,1
7435,87-5546,0
7436,87-5565,1
7437,87-56XX,0
7438,87-5677,1
7439,87-573X,1
7440,87-5765,0
7441,87-578X,0
7442,87-5840,0
7443,87-59XX,0
7444,876XXXX,1
7445,87-6XXX,0
7446,87-6116,1
7447,87-6177,0
7448,87-626X,1
7449,87-6325,0
7450,87-636X,0
7451,87-6405,0
7452,87-6431,0
7453,87-645X,1
7454,87-65XX,0
7455,87-654X,1
7456,87-6571,1
7457,87-6700,1
7458,87-6796,1
7459,87-6997,1
7460,87-7023,1
7461,87-7028,0
7462,87-712X,0
7463,87-746X,0
7464,87-75XX,1
7465,87-751X,1
7466,87-764X,1
7467,87-82XX,1
7468,87-821X,0
7469,87-826X,0
7470,87-920X,0
7471,87-963X,0
7472,87-980X,1
7473,87-981X,1
7474,87-984X,0
7475,87-996X,1
7476,87-998X,0
7477,88XXXXX,0
7478,88XXXXX,0
7479,88XXXXX,0
7480,88XXXXX,1
7481,88XXXXX,1
7482,88XXXXX,1
7483,88XXXXX,1
7484,88XXXXX,1
7485,88XXXXX,1
7486,88 ORIG,1
7487,88-1XXX,1
7488,88-10XX,0
7489,88-1000,1
7490,88-1048,1
7491,88-1076,0
7492,88-1083,1
7493,88-1105,1
7494,88-1125,0
7495,88-1150,0
7496,88-1182,1
7497,88-1198,1
7498,88-1203,0
7499,88-1213,1
7500,88-124X,1
7501,88-1260,1
7502,88-1264,1
7503,88-1281,0
7504,88-1319,0
7505,88-1323,1
7506,88-1353,1
7507,88-1369,1
7508,88-1374,0
7509,88-1377,0
7510,88-139X,1
7511,88-1400,1
7512,88-1434,0
7513,88-1474,1
7514,88-1476,1
7515,88-1480,1
7516,88-1503,0
7517,88-1512,1
7518,88-155X,0
7519,88-1569,1
7520,88-1595,1
7521,88-1597,0
7522,88-161X,1
7523,88-1640,0
7524,88-1650,0
7525,88-1668,1
7526,88-1671,1
7527,88-1685,1
7528,88-1719,0
7529,88-1725,0
7530,88-1775,1
7531,88-1835,0
7532,88-1847,0
7533,88-1872,1
7534,88-1897,1
7535,88-1905,1
7536,88-1916,0
7537,88-192X,1
7538,88-1932,1
7539,88-1943,1
7540,88-1951,1
7541,88-1972,1
7542,88-1993,0
7543,88-2018,1
7544,88-2031,1
7545,88-2035,0
7546,88-2041,1
7547,88-2043,0
7548,88-2102,0
7549,88-2109,0
7550,88-2123,1
7551,88-226X,1
7552,88-23XX,0
7553,88-266X,1
7554,88-293X,0
7555,88-305X,0
7556,88-309X,0
7557,88-317X,1
7558,88-32XX,1
7559,88-325X,0
7560,88-333X,1
7561,88-334X,1
7562,88-348X,1
7563,88-357X,0
7564,88-385X,0
7565,88-389X,1
7566,88-396X,0
7567,88-40XX,1
7568,88-411X,1
7569,88-412X,0
7570,88-42XX,0
7571,88-420X,1
7572,88-421X,1
7573,88-429X,0
7574,88-449X,0
7575,88-454X,1
7576,88-493X,0
7577,88-5014,1
7578,88-5050,0
7579,88-512X,1
7580,88-515X,0
7581,88-5223,1
7582,88-556X,0
7583,88-5890,0
7584,88-5909,1
7585,88-5986,0
7586,88-599X,1
7587,88-6025,0
7588,88-605X,1
7589,88-6066,0
7590,88-6075,1
7591,88-608X,1
7592,88-616X,0
7593,88-6222,0
7594,88-64XX,0
7595,88-6494,0
7596,88-6546,1
7597,88-6613,0
7598,88-6677,0
7599,88-6801,1
7600,88-681X,1
7601,88-6873,1
7602,887XXXX,1
7603,88-7146,0
7604,88-7164,0
7605,88-7194,0
7606,88-7247,1
7607,88-7351,0
7608,88-7535,1
7609,88-774X,1
7610,88-782X,0
7611,88-791X,1
7612,88-805X,1
7613,88-840X,1
7614,88-854X,1
7615,889XXXX,1
7616,88-926X,1
7617,88-928X,0
7618,88-931X,1
7619,88-952X,1
7620,88-995X,1
7621,89XXXXX,0
7622,89XXXXX,0
7623,89XXXXX,1
7624,89XXXXX,1
7625,89XXXXX,1
7626,89XXXXX,1
7627,89XXXXX,1
7628,89XXXXX,1
7629,89 ORIG,0
7630,89 ORIG,0
7631,890XXXX,1
7632,891XXXX,1
7633,89-1008,1
7634,89-1027,1
7635,89-1048,1
7636,89-1063,1
7637,89-1080,1
7638,89-1106,0
7639,89-1149,1
7640,89-1158,0
7641,89-1166,1
7642,89-1215,1
7643,89-1217,1
7644,89-1279,0
7645,89-1283,1
7646,89-1290,1
7647,89-1298,1
7648,89-1322,1
7649,89-1330,0
7650,89-1332,0
7651,89-1363,0
7652,89-1391,0
7653,89-1416,1
7654,89-1433,0
7655,89-1436,1
7656,89-1448,1
7657,89-1452,1
7658,89-1474,0
7659,89-1493,1
7660,89-1500,0
7661,89-152X,1
7662,89-1541,1
7663,89-1555,1
7664,89-156X,0
7665,89-1598,1
7666,89-1629,1
7667,89-163X,1
7668,89-1632,1
7669,89-1646,1
7670,89-1647,1
7671,89-1667,1
7672,89-1671,1
7673,89-1679,0
7674,89-1690,1
7675,89-1714,0
7676,89-1715,1
7677,89-1717,1
7678,89-1782,1
7679,89-1793,1
7680,89-1799,1
7681,89-1817,1
7682,89-1821,1
7683,89-1836,1
7684,89-1838,0
7685,89-189X,1
7686,89-1895,0
7687,89-1905,1
7688,89-1909,1
7689,89-1918,1
7690,89-1926,0
7691,89-1944,0
7692,89-1965,1
7693,892XXXX,0
7694,89-213X,1
7695,89-243X,0
7696,89-255X,0
7697,89-258X,1
7698,89-260X,0
7699,89-275X,0
7700,893XXXX,1
7701,89-322X,1
7702,89-333X,0
7703,89-337X,1
7704,89-369X,0
7705,89-386X,0
7706,89-390X,1
7707,89-393X,0
7708,89-431X,0
7709,89-44XX,0
7710,89-453X,0
7711,89-474X,0
7712,89-478X,1
7713,89-5011,1
7714,89-504X,1
7715,89-5120,1
7716,89-530X,0
7717,89-535X,1
7718,89-5383,1
7719,89-542X,0
7720,89-5691,1
7721,89-5809,0
7722,89-5867,0
7723,89-5916,1
7724,89-5961,1
7725,89-5999,1
7726,896XXXX,1
7727,89-601X,0
7728,89-61XX,1
7729,89-624X,1
7730,89-6332,1
7731,89-640X,1
7732,89-645X,1
7733,89-65XX,0
7734,89-658X,1
7735,89-680X,1
7736,89-6985,1
7737,89-7024,0
7738,89-7260,1
7739,89-7272,0
7740,89-7279,1
7741,89-7302,1
7742,89-7370,0
7743,89-7376,0
7744,89-742X,1
7745,89-7645,0
7746,89-7662,0
7747,89-7691,1
7748,89-7743,1
7749,89-789X,1
7750,898XXXX,1
7751,898XXXX,
7752,89-839X,0
7753,89-964X,0
7754,89-98XX,0
7755,89-994X,0
7756,9XXXXXX,0
7757,9XXXXXX,0
7758,9XXXXXX,0
7759,9XXXXXX,0
7760,9XXXXXX,0
7761,9XXXXXX,0
7762,9XXXXXX,0
7763,9XXXXXX,0
7764,9XXXXXX,1
7765,9XXXXXX,1
7766,9XXXXXX,1
7767,9XXXXXX,1
7768,9XXXXXX,1
7769,9XXXXXX,1
7770,9XXXXXX,1
7771,9XXXXXX,1
7772,9 ORIGX,0
7773,9 ORIGX,0
7774,9 ORIGX,0
7775,9 ORIGX,0
7776,9 ORIGX,0
7777,9 ORIGX,1
7778,9 ORIGX,1
7779,9 ORIGX,1
7780,9 ORIGX,1
7781,9 ORIGX,1
7782,9 ORIGX,1
7783,9 ORIGX,1
7784,9 ORIGX,1
7785,9 ORIGX,1
7786,9 ORIGX,1
7787,9 ORIGX,1
7788,90XXXXX,0
7789,90XXXXX,0
7790,90XXXXX,1
7791,90XXXXX,1
7792,90XXXXX,1
7793,90-1014,0
7794,90-1029,0
7795,90-1038,1
7796,90-1056,1
7797,90-1059,1
7798,90-1074,1
7799,90-1090,1
7800,90-1102,0
7801,90-1124,1
7802,90-1126,1
7803,90-1141,0
7804,90-1150,0
7805,90-1205,1
7806,90-1262,1
7807,90-1278,0
7808,90-1279,0
7809,90-1341,1
7810,90-1342,1
7811,90-1361,1
7812,90-1390,0
7813,90-1419,1
7814,90-1424,1
7815,90-143X,0
7816,90-1440,1
7817,90-1488,1
7818,90-149X,1
7819,90-1491,1
7820,90-1577,0
7821,90-1596,1
7822,90-1599,1
7823,90-1604,0
7824,90-1629,1
7825,90-1676,0
7826,90-1713,1
7827,90-1745,1
7828,90-1791,1
7829,90-18XX,0
7830,90-1802,1
7831,90-1846,1
7832,90-1859,1
7833,90-1912,0
7834,90-1918,1
7835,90-1947,0
7836,90-1972,1
7837,90-256X,0
7838,90-26XX,1
7839,90-285X,1
7840,90-29XX,1
7841,90-295X,1
7842,90-333X,1
7843,90-34XX,1
7844,90-350X,1
7845,90-368X,1
7846,90-408X,0
7847,90-50XX,0
7848,90-516X,1
7849,90-5193,0
7850,90-5319,0
7851,90-5358,1
7852,90-5393,1
7853,90-5538,1
7854,90-5551,0
7855,90-5635,0
7856,90-5721,0
7857,90-5744,0
7858,90-5796,1
7859,90-584X,0
7860,90-5844,1
7861,90-6051,0
7862,90-6105,0
7863,90-6113,0
7864,90-615X,0
7865,90-622X,1
7866,90-6282,0
7867,90-6297,1
7868,90-634X,1
7869,90-6352,0
7870,90-6531,1
7871,90-655X,1
7872,90-659X,0
7873,90-6616,1
7874,90-6704,1
7875,90-68XX,1
7876,90-681X,0
7877,90-6861,1
7878,90-693X,1
7879,90-711X,0
7880,90-7225,0
7881,90-727X,1
7882,90-741X,0
7883,90-747X,1
7884,90-7477,1
7885,90-757X,1
7886,90-762X,0
7887,90-7675,1
7888,90-769X,1
7889,90-79XX,0
7890,90-813X,1
7891,90-8370,0
7892,90-838X,1
7893,90-8466,1
7894,90-848X,1
7895,90-857X,1
7896,90-889X,1
7897,90-89XX,1
7898,90-906X,0
7899,90-913X,1
7900,90-918X,1
7901,90-925X,1
7902,90-93XX,1
7903,90-952X,1
7904,90-954X,1
7905,90-96XX,0
7906,90-967X,1
7907,90-97XX,0
7908,90-970X,1
7909,90-985X,1
7910,91XXXXX,0
7911,91XXXXX,0
7912,91XXXXX,1
7913,91XXXXX,1
7914,91XXXXX,1
7915,91XXXXX,1
7916,91XXXXX,1
7917,91-10XX,1
7918,91-1010,1
7919,91-1030,1
7920,91-1043,0
7921,91-1111,1
7922,91-1135,1
7923,91-1158,1
7924,91-1160,1
7925,91-1188,1
7926,91-119X,1
7927,91-1200,0
7928,91-122X,0
7929,91-1229,1
7930,91-1231,0
7931,91-126X,1
7932,91-1300,1
7933,91-1306,1
7934,91-1326,0
7935,91-1353,1
7936,91-1393,1
7937,91-1420,1
7938,91-1421,1
7939,91-1496,1
7940,91-1502,1
7941,91-1513,1
7942,91-1521,0
7943,91-1523,0
7944,91-1526,0
7945,91-1538,0
7946,91-155X,0
7947,91-159X,0
7948,91-1594,0
7949,91-1600,1
7950,91-1618,1
7951,91-164X,0
7952,91-1657,1
7953,91-1671,0
